	1.00E-08		1.00E-09		1.00E-10		1.00E-11		1.00E-12		1.00E-13		1.00E-14		1.00E-15
1	405	2.55E-07	456	7.33E-08	456	7.33E-08	456	7.33E-08	456	7.33E-08	456	7.33E-08	456	7.33E-08	456	7.33E-08
2	173	2.74E-04	217	5.02E-05	260	1.20E-05	304	3.11E-06	321	2.89E-06	361	7.96E-07	405	2.55E-07	456	7.33E-08
